3,3,2,2,3,3,2,3,1,1,0,1,2,3,2,3,4,5,4,5,6,7,6,7,4,5,4,5,6,7,6,7,1,1,2,2,2,3,2,3,3,3,4,4,3,3,4,4,4,5,4,5,6,7,6,7,4,5,4,5,6,7,6,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,12,13,12,13,14,15,14,15,12,13,12,13,14,15,14,15,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,12,13,12,13,14,15,14,15,12,13,12,13,14,15,14,15,5,5,6,6,5,5,6,6,7,7,8,8,7,7,8,8,5,5,6,6,6,7,6,7,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,12,13,12,13,14,15,14,15,12,13,12,13,14,15,14,15,9,9,10,10,10,11,10,11,11,11,12,12,11,11,12,12,12,13,12,13,14,15,14,15,12,13,12,13,14,15,14,15
3,3,2,2,3,3,2,2,1,1,1,0,1,2,1,2,3,4,3,4,5,6,5,6,3,4,3,4,5,6,5,6,1,1,2,2,1,2,2,2,3,3,4,4,3,3,4,4,3,4,3,4,5,6,5,6,3,4,4,4,5,6,5,6,7,8,7,8,9,10,9,10,7,8,7,8,9,10,9,10,11,12,11,12,13,14,13,14,11,12,11,12,13,14,13,14,7,8,7,8,9,10,9,10,7,8,7,8,9,10,9,10,11,12,11,12,13,14,13,14,11,12,11,12,13,14,13,14,5,5,6,6,5,5,6,6,7,7,8,8,7,7,8,8,5,5,6,6,5,6,6,6,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,7,8,7,8,9,10,9,10,7,8,8,8,9,10,9,10,11,12,11,12,13,14,13,14,11,12,11,12,13,14,13,14,9,9,10,10,9,10,10,10,11,11,12,12,11,11,12,12,11,12,11,12,13,14,13,14,11,12,12,12,13,14,13,14
2,2,2,1,2,2,1,1,2,1,2,1,0,1,1,1,2,3,2,3,4,5,4,5,2,3,2,3,4,5,4,5,2,2,3,3,2,2,3,3,4,4,5,5,4,4,5,5,2,3,3,3,4,5,4,5,4,4,5,5,4,5,5,5,6,7,6,7,8,9,8,9,6,7,6,7,8,9,8,9,10,11,10,11,12,13,12,13,10,11,10,11,12,13,12,13,6,7,6,7,8,9,8,9,6,7,6,7,8,9,8,9,10,11,10,11,12,13,12,13,10,11,10,11,12,13,12,13,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,6,7,7,7,8,9,8,9,8,8,9,9,8,9,9,9,10,11,10,11,12,13,12,13,10,11,10,11,12,13,12,13,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,10,11,11,11,12,13,12,13,12,12,13,13,12,13,13,13
3,2,3,2,2,2,1,1,3,2,3,2,1,0,1,1,2,2,1,2,3,4,3,4,1,2,1,2,3,4,3,4,3,2,3,3,2,2,3,3,4,4,5,5,4,4,5,5,2,2,3,3,3,4,3,4,4,4,5,5,4,4,5,5,5,6,5,6,7,8,7,8,5,6,5,6,7,8,7,8,9,10,9,10,11,12,11,12,9,10,9,10,11,12,11,12,5,6,5,6,7,8,7,8,5,6,5,6,7,8,7,8,9,10,9,10,11,12,11,12,9,10,9,10,11,12,11,12,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,6,6,7,7,7,8,7,8,8,8,9,9,8,8,9,9,9,10,9,10,11,12,11,12,9,10,9,10,11,12,11,12,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,10,10,11,11,11,12,11,12,12,12,13,13,12,12,13,13
3,3,2,2,3,3,2,2,2,1,2,1,1,1,0,1,3,3,2,3,4,5,4,5,2,3,2,3,4,5,4,5,2,1,2,2,1,1,2,2,3,3,4,4,3,3,4,4,2,3,2,3,4,5,4,5,3,3,4,4,4,5,4,5,6,7,6,7,8,9,8,9,6,7,6,7,8,9,8,9,10,11,10,11,12,13,12,13,10,11,10,11,12,13,12,13,6,7,6,7,8,9,8,9,6,7,6,7,8,9,8,9,10,11,10,11,12,13,12,13,10,11,10,11,12,13,12,13,5,5,6,6,5,5,6,6,7,7,8,8,7,7,8,8,5,5,6,6,5,5,6,6,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,6,7,6,7,8,9,8,9,7,7,8,8,8,9,8,9,10,11,10,11,12,13,12,13,10,11,10,11,12,13,12,13,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,10,11,10,11,12,13,12,13,11,11,12,12,12,13,12,13
3,3,3,2,3,3,2,2,3,2,3,2,1,1,1,0,3,3,2,2,3,4,3,4,1,2,1,2,3,4,3,4,3,2,3,2,1,1,2,2,3,3,4,4,3,3,4,4,1,2,2,2,3,4,3,4,3,3,4,4,3,4,4,4,5,6,5,6,7,8,7,8,5,6,5,6,7,8,7,8,9,10,9,10,11,12,11,12,9,10,9,10,11,12,11,12,5,6,5,6,7,8,7,8,5,6,5,6,7,8,7,8,9,10,9,10,11,12,11,12,9,10,9,10,11,12,11,12,5,5,6,6,5,5,6,6,7,7,8,8,7,7,8,8,5,5,6,6,5,5,6,6,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,5,6,6,6,7,8,7,8,7,7,8,8,7,8,8,8,9,10,9,10,11,12,11,12,9,10,9,10,11,12,11,12,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,9,10,10,10,11,12,11,12,11,11,12,12,11,12,12,12
4,3,4,3,2,1,2,1,4,3,4,3,2,2,3,3,0,1,1,1,2,3,2,3,2,2,3,3,2,3,3,3,4,4,5,5,4,4,5,5,6,6,7,7,6,6,7,7,4,4,5,5,4,4,5,5,6,6,7,7,6,6,7,7,4,5,4,5,6,7,6,7,4,5,4,5,6,7,6,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,4,5,5,5,6,7,6,7,6,6,7,7,6,7,7,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,8,9,9,9,10,11,10,11,10,10,11,11,10,11,11,11,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15
5,4,5,4,3,2,3,2,5,4,5,4,3,2,3,3,1,0,1,1,1,2,1,2,2,2,3,3,2,2,3,3,5,4,5,5,4,4,5,5,6,6,7,7,6,6,7,7,4,4,5,5,4,4,5,5,6,6,7,7,6,6,7,7,3,4,3,4,5,6,5,6,3,4,3,4,5,6,5,6,7,8,7,8,9,10,9,10,7,8,7,8,9,10,9,10,4,4,5,5,5,6,5,6,6,6,7,7,6,6,7,7,7,8,7,8,9,10,9,10,7,8,7,8,9,10,9,10,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,8,8,9,9,9,10,9,10,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15
4,3,4,3,2,1,2,1,4,3,4,3,2,1,2,2,1,1,0,1,2,3,2,3,1,1,2,2,2,3,2,3,4,3,4,4,3,3,4,4,5,5,6,6,5,5,6,6,3,3,4,4,3,3,4,4,5,5,6,6,5,5,6,6,4,5,4,5,6,7,6,7,4,5,4,5,6,7,6,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,4,5,4,5,6,7,6,7,5,5,6,6,6,7,6,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,8,9,8,9,10,11,10,11,9,9,10,10,10,11,10,11,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14
5,4,5,4,3,2,3,2,5,4,5,4,3,2,3,2,1,1,1,0,1,2,1,2,1,1,2,2,1,2,2,2,5,4,5,4,3,3,4,4,5,5,6,6,5,5,6,6,3,3,4,4,3,3,4,4,5,5,6,6,5,5,6,6,3,4,3,4,5,6,5,6,3,4,3,4,5,6,5,6,7,8,7,8,9,10,9,10,7,8,7,8,9,10,9,10,3,4,4,4,5,6,5,6,5,5,6,6,5,6,6,6,7,8,7,8,9,10,9,10,7,8,7,8,9,10,9,10,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,7,8,8,8,9,10,9,10,9,9,10,10,9,10,10,10,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14
6,5,6,5,4,3,4,3,6,5,6,5,4,3,4,3,2,1,2,1,0,1,1,1,2,2,3,3,2,2,3,3,6,5,6,5,4,4,5,5,6,6,7,7,6,6,7,7,4,4,5,5,4,4,5,5,6,6,7,7,6,6,7,7,2,3,2,3,4,5,4,5,2,3,3,3,4,5,4,5,6,7,6,7,8,9,8,9,6,7,6,7,8,9,8,9,4,4,5,5,4,5,5,5,6,6,7,7,6,6,7,7,6,7,6,7,8,9,8,9,6,7,7,7,8,9,8,9,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,8,8,9,9,8,9,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15
7,6,7,6,5,4,5,4,7,6,7,6,5,4,5,4,3,2,3,2,1,0,1,1,3,2,3,3,2,2,3,3,7,6,7,6,5,4,5,5,7,6,7,7,6,6,7,7,4,4,5,5,4,4,5,5,6,6,7,7,6,6,7,7,1,2,1,2,3,4,3,4,2,2,3,3,3,4,3,4,5,6,5,6,7,8,7,8,5,6,5,6,7,8,7,8,4,4,5,5,4,4,5,5,6,6,7,7,6,6,7,7,5,6,5,6,7,8,7,8,6,6,7,7,7,8,7,8,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15,12,12,13,13,12,12,13,13,14,14,15,15,14,14,15,15
6,5,6,5,4,3,4,3,6,5,6,5,4,3,4,3,2,1,2,1,1,1,0,1,2,1,2,2,1,1,2,2,6,5,6,5,4,3,4,4,6,5,6,6,5,5,6,6,3,3,4,4,3,3,4,4,5,5,6,6,5,5,6,6,2,3,2,3,4,5,4,5,2,3,2,3,4,5,4,5,6,7,6,7,8,9,8,9,6,7,6,7,8,9,8,9,3,3,4,4,4,5,4,5,5,5,6,6,5,5,6,6,6,7,6,7,8,9,8,9,6,7,6,7,8,9,8,9,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,7,7,8,8,8,9,8,9,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14
7,6,7,6,5,4,5,4,7,6,7,6,5,4,5,4,3,2,3,2,1,1,1,0,3,2,3,2,1,1,2,2,7,6,7,6,5,4,5,4,7,6,7,6,5,5,6,6,3,3,4,4,3,3,4,4,5,5,6,6,5,5,6,6,1,2,1,2,3,4,3,4,1,2,2,2,3,4,3,4,5,6,5,6,7,8,7,8,5,6,5,6,7,8,7,8,3,3,4,4,3,4,4,4,5,5,6,6,5,5,6,6,5,6,5,6,7,8,7,8,5,6,6,6,7,8,7,8,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,7,7,8,8,7,8,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14,11,11,12,12,11,11,12,12,13,13,14,14,13,13,14,14
4,3,4,3,2,2,2,1,4,3,4,3,2,1,2,1,2,2,1,1,2,3,2,3,0,1,1,1,2,3,2,3,4,3,4,3,2,2,3,3,4,4,5,5,4,4,5,5,2,2,3,3,2,3,3,3,4,4,5,5,4,4,5,5,4,5,4,5,6,7,6,7,4,5,4,5,6,7,6,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,4,5,4,5,6,7,6,7,4,5,5,5,6,7,6,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,6,6,7,7,6,7,7,7,8,8,9,9,8,8,9,9,8,9,8,9,10,11,10,11,8,9,9,9,10,11,10,11,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,10,10,11,11,10,11,11,11,12,12,13,13,12,12,13,13
5,4,5,4,3,2,3,2,5,4,5,4,3,2,3,2,2,2,1,1,2,2,1,2,1,0,1,1,1,2,1,2,5,4,5,4,3,2,3,3,5,4,5,5,4,4,5,5,2,2,3,3,2,2,3,3,4,4,5,5,4,4,5,5,3,4,3,4,5,6,5,6,3,4,3,4,5,6,5,6,7,8,7,8,9,10,9,10,7,8,7,8,9,10,9,10,3,4,3,4,5,6,5,6,4,4,5,5,5,6,5,6,7,8,7,8,9,10,9,10,7,8,7,8,9,10,9,10,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,6,6,7,7,6,6,7,7,8,8,9,9,8,8,9,9,7,8,7,8,9,10,9,10,8,8,9,9,9,10,9,10,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13,10,10,11,11,10,10,11,11,12,12,13,13,12,12,13,13
4,3,4,3,3,3,2,2,4,3,4,3,2,1,2,1,3,3,2,2,3,3,2,3,1,1,0,1,2,3,2,3,4,3,4,3,2,1,2,2,4,3,4,4,3,3,4,4,1,1,2,2,2,3,2,3,3,3,4,4,3,3,4,4,4,5,4,5,6,7,6,7,4,5,4,5,6,7,6,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,4,5,4,5,6,7,6,7,4,5,4,5,6,7,6,7,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,5,5,6,6,5,5,6,6,7,7,8,8,7,7,8,8,5,5,6,6,5,5,6,6,7,7,8,8,7,7,8,8,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,5,5,6,6,6,7,6,7,7,7,8,8,7,7,8,8,8,9,8,9,10,11,10,11,8,9,8,9,10,11,10,11,9,9,10,10,9,9,10,10,11,11,12,12,11,11,12,12,9,9,10,10,10,11,10,11,11,11,12,12,11,11,12,12
